AuthorID,Author,Date,Content,Attachments,Reactions
1.9378E+17,Vincente#0733,04/29/2018 9:12 PM,,https://cdn.discordapp.com/attachments/365635143462944778/440364877362757632/josh_has_autismTrim_2.mp4,
1.9378E+17,Vincente#0733,04/30/2018 1:07 AM,,https://cdn.discordapp.com/attachments/365635143462944778/440423833510346753/Desktop_2018.04.30_-_01.01.12.06.DVRTrim.mp4,
1.9378E+17,Vincente#0733,05/04/2018 10:12 PM,yo,,
1.9378E+17,Vincente#0733,05/04/2018 10:12 PM,dude,,
1.9378E+17,Vincente#0733,05/04/2018 10:13 PM,brian wants to know,,
1.9378E+17,Vincente#0733,05/04/2018 10:13 PM,should I teell him?,,
2.39697E+17,Dragonite#7048,05/04/2018 10:14 PM,no,,
2.39697E+17,Dragonite#7048,05/04/2018 10:14 PM,he doesnt need to know,,
1.9378E+17,Vincente#0733,05/04/2018 10:14 PM,ok,,
1.9378E+17,Vincente#0733,05/04/2018 10:14 PM,coolio,,
1.9378E+17,Vincente#0733,05/06/2018 10:40 PM,,https://cdn.discordapp.com/attachments/365635143462944778/442923610487783424/Desktop_2018.05.06_-_22.36.49.03.DVRTrim.mp4,
1.9378E+17,Vincente#0733,05/26/2018 10:37 PM,yo add em back in fortnirte,,
1.9378E+17,Vincente#0733,05/26/2018 10:37 PM,you bum,,
1.9378E+17,Vincente#0733,07/20/2018 10:53 PM,add me back on fortnite you little chink,,
2.39697E+17,Dragonite#7048,07/20/2018 11:04 PM,haha,,
1.9378E+17,Vincente#0733,07/20/2018 11:04 PM,we can play with dyson p tmw bro,,
1.9378E+17,Vincente#0733,07/20/2018 11:05 PM,and stop playing rust. It isn' even minecraft so gay,,
1.9378E+17,Vincente#0733,08/13/2018 1:45 AM,email: vincenteb1231@hotmail.com,,
1.9378E+17,Vincente#0733,08/13/2018 1:46 AM,password: EatAFatSwimmersDick1234,,
1.9378E+17,Vincente#0733,08/13/2018 1:46 AM,,https://cdn.discordapp.com/attachments/365635143462944778/478484575656476673/Z.png,
2.39697E+17,Dragonite#7048,10/01/2018 9:53 PM,Started a call that lasted 5 minutes.,,
2.39697E+17,Dragonite#7048,10/01/2018 9:53 PM,l,,
2.39697E+17,Dragonite#7048,10/01/2018 9:53 PM,o,,
2.39697E+17,Dragonite#7048,10/01/2018 9:53 PM,l,,
2.39697E+17,Dragonite#7048,10/01/2018 9:53 PM,ol,,
2.39697E+17,Dragonite#7048,10/01/2018 9:53 PM,o,,
2.39697E+17,Dragonite#7048,10/01/2018 9:53 PM,l,,
2.39697E+17,Dragonite#7048,10/01/2018 9:53 PM,o,,
2.39697E+17,Dragonite#7048,10/01/2018 9:53 PM,l,,
2.39697E+17,Dragonite#7048,10/01/2018 9:53 PM,o,,
2.39697E+17,Dragonite#7048,10/01/2018 9:53 PM,l,,
2.39697E+17,Dragonite#7048,10/01/2018 9:53 PM,o,,
2.39697E+17,Dragonite#7048,10/01/2018 9:53 PM,l,,
1.9378E+17,Vincente#0733,10/01/2018 9:53 PM,https://cdn.discordapp.com/attachments/365635143462944778/478484575656476673/Z.png,,
1.9378E+17,Vincente#0733,10/01/2018 9:54 PM,https://cdn.discordapp.com/attachments/365635143462944778/478484575656476673/Z.png,,
1.9378E+17,Vincente#0733,10/01/2018 9:54 PM,https://cdn.discordapp.com/attachments/365635143462944778/478484575656476673/Z.png,,
1.9378E+17,Vincente#0733,10/01/2018 9:54 PM,https://cdn.discordapp.com/attachments/365635143462944778/478484575656476673/Z.png,,
1.9378E+17,Vincente#0733,10/01/2018 9:57 PM,https://cdn.discordapp.com/attachments/365635143462944778/478484575656476673/Z.png,,
1.9378E+17,Vincente#0733,10/01/2018 9:57 PM,https://cdn.discordapp.com/attachments/365635143462944778/478484575656476673/Z.png,,
1.9378E+17,Vincente#0733,10/01/2018 9:57 PM,https://cdn.discordapp.com/attachments/365635143462944778/478484575656476673/Z.png,,
1.9378E+17,Vincente#0733,10/01/2018 9:58 PM,https://discord.gg/jPr6aW,,
2.39697E+17,Dragonite#7048,10/01/2018 11:02 PM,Started a call that lasted 0 minutes.,,
2.39697E+17,Dragonite#7048,10/03/2018 10:08 PM,https://discord.gg/MeAw2k,,
2.39697E+17,Dragonite#7048,10/04/2018 8:55 PM,v,,
1.9378E+17,Vincente#0733,10/04/2018 8:55 PM,yus,,
2.39697E+17,Dragonite#7048,10/04/2018 8:55 PM,delete the shit aboutlynn,,
2.39697E+17,Dragonite#7048,10/04/2018 8:55 PM,im not joking,,
1.9378E+17,Vincente#0733,10/04/2018 8:55 PM,ok,,
2.39697E+17,Dragonite#7048,10/04/2018 8:55 PM,delete that shit,,
1.9378E+17,Vincente#0733,10/04/2018 8:55 PM,dw,,
2.39697E+17,Dragonite#7048,10/04/2018 8:55 PM,rn,,
1.9378E+17,Vincente#0733,10/04/2018 8:55 PM,bi,,
2.39697E+17,Dragonite#7048,10/04/2018 8:56 PM,v,,
2.39697E+17,Dragonite#7048,10/04/2018 8:56 PM,v,,
2.39697E+17,Dragonite#7048,10/04/2018 8:56 PM,v,,
2.39697E+17,Dragonite#7048,10/04/2018 8:56 PM,v,,
2.39697E+17,Dragonite#7048,10/04/2018 8:56 PM,v,,
2.39697E+17,Dragonite#7048,10/04/2018 8:56 PM,v,,
2.39697E+17,Dragonite#7048,10/04/2018 8:56 PM,v,,
2.39697E+17,Dragonite#7048,10/04/2018 8:56 PM,v,,
2.39697E+17,Dragonite#7048,10/04/2018 8:56 PM,v,,
2.39697E+17,Dragonite#7048,10/04/2018 8:56 PM,v,,
2.39697E+17,Dragonite#7048,10/04/2018 8:56 PM,v,,
2.39697E+17,Dragonite#7048,10/04/2018 8:56 PM,v,,
2.39697E+17,Dragonite#7048,10/04/2018 8:56 PM,v,,
2.39697E+17,Dragonite#7048,10/04/2018 8:56 PM,v,,
2.39697E+17,Dragonite#7048,10/04/2018 8:56 PM,v,,
2.39697E+17,Dragonite#7048,10/04/2018 8:56 PM,v,,
1.9378E+17,Vincente#0733,10/04/2018 8:56 PM,i did,,
1.9378E+17,Vincente#0733,10/04/2018 8:56 PM,chigga,,
1.9378E+17,Vincente#0733,10/04/2018 10:01 PM,Started a call that lasted 5 minutes.,,
1.9378E+17,Vincente#0733,10/06/2018 7:53 PM,Started a call that lasted 0 minutes.,,
1.9378E+17,Vincente#0733,10/06/2018 8:25 PM,Started a call that lasted 0 minutes.,,
1.9378E+17,Vincente#0733,10/06/2018 8:39 PM,chigga,,
1.9378E+17,Vincente#0733,10/06/2018 8:40 PM,chigga,,
1.9378E+17,Vincente#0733,10/06/2018 8:40 PM,chigga,,
1.9378E+17,Vincente#0733,10/06/2018 8:40 PM,chigga,,
1.9378E+17,Vincente#0733,10/06/2018 8:40 PM,chigga,,
1.9378E+17,Vincente#0733,10/06/2018 8:40 PM,chigga,,
1.9378E+17,Vincente#0733,10/06/2018 8:40 PM,chigag,,
1.9378E+17,Vincente#0733,10/06/2018 8:40 PM,chigga,,
2.39697E+17,Dragonite#7048,10/06/2018 9:33 PM,vincente,,
2.39697E+17,Dragonite#7048,10/06/2018 9:33 PM,fuck off,,
2.39697E+17,Dragonite#7048,10/06/2018 9:33 PM,cunt,,
1.9378E+17,Vincente#0733,10/06/2018 9:33 PM,wait what,,
2.39697E+17,Dragonite#7048,10/06/2018 9:33 PM,delete that shit,,
2.39697E+17,Dragonite#7048,10/06/2018 9:33 PM,wtf is wrong with u,,
2.39697E+17,Dragonite#7048,10/06/2018 9:33 PM,ur so fucking annoying,,
1.9378E+17,Vincente#0733,10/06/2018 9:33 PM,sory babe,,
2.39697E+17,Dragonite#7048,10/07/2018 12:12 AM,fuck off,,
2.39697E+17,Dragonite#7048,10/07/2018 12:12 AM,ur not funny,,
1.9378E+17,Vincente#0733,10/07/2018 12:12 AM,what,,
1.9378E+17,Vincente#0733,10/07/2018 12:13 AM,you're not fnny,,
2.39697E+17,Dragonite#7048,10/07/2018 12:13 AM,ur such a annoying bitch,,
1.9378E+17,Vincente#0733,10/07/2018 12:13 AM,little faggot,,
1.9378E+17,Vincente#0733,10/07/2018 12:13 AM,you little faggot,,
2.39697E+17,Dragonite#7048,10/07/2018 12:13 AM,ur the faggot here,,
1.9378E+17,Vincente#0733,10/07/2018 12:13 AM,suck my fat cock,,
1.9378E+17,Vincente#0733,10/07/2018 12:13 AM,or i'll text lynn,,
1.9378E+17,Vincente#0733,10/07/2018 10:53 PM,fuck,,
1.9378E+17,Vincente#0733,10/07/2018 10:53 PM,you,,
1.9378E+17,Vincente#0733,10/07/2018 10:53 PM,government on my side,,
1.9378E+17,Vincente#0733,10/07/2018 10:53 PM,little,,
1.9378E+17,Vincente#0733,10/07/2018 10:54 PM,bitch,,
2.39697E+17,Dragonite#7048,10/07/2018 10:54 PM,fuck u,,
1.9378E+17,Vincente#0733,10/07/2018 10:54 PM,hahah,,
1.9378E+17,Vincente#0733,10/07/2018 10:54 PM,lil bitch,,
1.9378E+17,Vincente#0733,10/07/2018 10:58 PM,,https://cdn.discordapp.com/attachments/365635143462944778/498736022738305034/sina_wtf_r_u_doing.PNG,
1.9378E+17,Vincente#0733,10/07/2018 10:58 PM,,https://cdn.discordapp.com/attachments/365635143462944778/498736023560519680/sina_wtf_r_u_diong2.PNG,
2.39697E+17,Dragonite#7048,10/08/2018 4:17 PM,https://krunker.io/?server=12:18:6,,
2.39697E+17,Dragonite#7048,10/08/2018 4:17 PM,https://krunker.io/?server=12:18:6,,
2.39697E+17,Dragonite#7048,10/08/2018 4:17 PM,https://krunker.io/?server=12:18:6,,
2.39697E+17,Dragonite#7048,10/08/2018 4:17 PM,https://krunker.io/?server=12:18:6,,
2.39697E+17,Dragonite#7048,10/08/2018 4:17 PM,https://krunker.io/?server=12:18:6,,
2.39697E+17,Dragonite#7048,10/08/2018 4:17 PM,https://krunker.io/?server=12:18:6,,
2.39697E+17,Dragonite#7048,10/08/2018 4:17 PM,https://krunker.io/?server=12:18:6,,
2.39697E+17,Dragonite#7048,10/08/2018 10:06 PM,v send me the questions for noodlium lab,,
1.9378E+17,Vincente#0733,10/08/2018 10:06 PM,handed them in,,
2.39697E+17,Dragonite#7048,10/08/2018 10:07 PM,nigga,,
1.9378E+17,Vincente#0733,10/08/2018 10:07 PM,,https://cdn.discordapp.com/attachments/365635143462944778/499085520786423828/josh_is_a_bad_boy.PNG,
2.39697E+17,Dragonite#7048,10/11/2018 11:23 PM,nigga,,
1.9378E+17,Vincente#0733,10/11/2018 11:26 PM,Excuse u,,
2.39697E+17,Dragonite#7048,10/11/2018 11:27 PM,excuse u,,
2.39697E+17,Dragonite#7048,10/11/2018 11:27 PM,nigga,,
2.39697E+17,Dragonite#7048,10/11/2018 11:27 PM,tf u doin,,
1.9378E+17,Vincente#0733,10/13/2018 6:45 PM,are you serious about giong to the mall,,
1.9378E+17,Vincente#0733,10/13/2018 6:45 PM,cuz I want to go to uniqlo,,
2.39697E+17,Dragonite#7048,10/13/2018 6:46 PM,ye,,
1.9378E+17,Vincente#0733,10/13/2018 6:46 PM,k i,,
1.9378E+17,Vincente#0733,10/13/2018 6:46 PM,ll ask others,,
1.9378E+17,Vincente#0733,10/13/2018 10:37 PM,https://krunker.io/?server=12:2:7,,
1.9378E+17,Vincente#0733,10/14/2018 10:03 AM,@Unknown are you still going?,,
2.39697E+17,Dragonite#7048,10/14/2018 10:05 AM,yea,,
2.39697E+17,Dragonite#7048,10/14/2018 10:05 AM,r u?,,
2.39697E+17,Dragonite#7048,10/14/2018 10:05 AM,whos going?,,
1.9378E+17,Vincente#0733,10/14/2018 10:05 AM,ya,,
1.9378E+17,Vincente#0733,10/14/2018 10:05 AM,let me check,,
1.9378E+17,Vincente#0733,10/14/2018 10:08 AM,well it looks like it's just me and you going so ya,,
1.9378E+17,Vincente#0733,10/14/2018 10:08 AM,about that,,
2.39697E+17,Dragonite#7048,10/14/2018 10:09 AM,what losers i thought like 5 other people were going,,
1.9378E+17,Vincente#0733,10/14/2018 10:09 AM,ya but they all bailed like fagtoids,,
1.9378E+17,Vincente#0733,10/14/2018 10:22 AM,yo,,
1.9378E+17,Vincente#0733,10/14/2018 10:22 AM,people are going still,,
1.9378E+17,Vincente#0733,10/14/2018 10:28 AM,@Unknown yo leo alex and maybe aaron is going. Are you still gonna go? i am,,
2.39697E+17,Dragonite#7048,10/14/2018 10:28 AM,ye,,
1.9378E+17,Vincente#0733,10/14/2018 10:29 AM,k i'll tell them,,
1.9378E+17,Vincente#0733,10/14/2018 10:29 AM,wait what time you gonna pull up,,
2.39697E+17,Dragonite#7048,10/14/2018 10:29 AM,idk,,
1.9378E+17,Vincente#0733,10/14/2018 10:35 AM,nvm no one's going,,
1.9378E+17,Vincente#0733,10/14/2018 10:35 AM,gg,,
1.9378E+17,Vincente#0733,10/14/2018 10:36 AM,@Unknown,,
1.9378E+17,Vincente#0733,10/14/2018 10:45 AM,@Unknown are you still down to go?,,
2.39697E+17,Dragonite#7048,10/14/2018 10:50 AM,whos going,,
1.9378E+17,Vincente#0733,10/14/2018 10:50 AM,like no one,,
1.9378E+17,Vincente#0733,10/14/2018 10:50 AM,you can ask sina,,
1.9378E+17,Vincente#0733,10/14/2018 10:50 AM,but ya,,
1.9378E+17,Vincente#0733,10/14/2018 10:50 AM,like no one,,
1.9378E+17,Vincente#0733,10/14/2018 10:50 AM,just us 2,,
2.39697E+17,Dragonite#7048,10/14/2018 10:50 AM,y,,
2.39697E+17,Dragonite#7048,10/14/2018 10:51 AM,did everyone dip,,
1.9378E+17,Vincente#0733,10/14/2018 10:51 AM,cuz they are all gay and have to go to church,,
2.39697E+17,Dragonite#7048,10/14/2018 10:51 AM,wtf,,
1.9378E+17,Vincente#0733,10/14/2018 10:51 AM,sou stil going or nah?,,
2.39697E+17,Dragonite#7048,10/14/2018 10:51 AM,i dont wanna go if its only us 2,,
1.9378E+17,Vincente#0733,10/14/2018 10:51 AM,samwe,,
2.39697E+17,Dragonite#7048,10/14/2018 10:52 AM,idk,,
1.9378E+17,Vincente#0733,10/14/2018 10:52 AM,ask sina or something,,
1.9378E+17,Vincente#0733,10/14/2018 10:53 AM,whatever. I'll just go back getting you e girls,,
1.9378E+17,Vincente#0733,10/17/2018 10:52 PM,do you know justice?,,
1.9378E+17,Vincente#0733,10/21/2018 1:42 PM,Started a call that lasted 0 minutes.,,
1.9378E+17,Vincente#0733,10/21/2018 9:30 PM,yo my nigga,,
2.39697E+17,Dragonite#7048,10/21/2018 9:31 PM,wat u want nigga,,
1.9378E+17,Vincente#0733,10/21/2018 9:31 PM,yo get in the chat,,
1.9378E+17,Vincente#0733,10/21/2018 9:31 PM,yo,,
2.39697E+17,Dragonite#7048,10/21/2018 9:31 PM,https://discord.gg/auNxyY,,
2.39697E+17,Dragonite#7048,11/03/2018 11:32 PM,korosensei murdered kayanos sister,,
2.39697E+17,Dragonite#7048,11/03/2018 11:34 PM,Started a call that lasted 0 minutes.,,
2.39697E+17,Dragonite#7048,11/03/2018 11:35 PM,Started a call that lasted 0 minutes.,,
1.9378E+17,Vincente#0733,11/03/2018 11:35 PM,fuck you,,
1.9378E+17,Vincente#0733,11/03/2018 11:35 PM,failng head ass,,
2.39697E+17,Dragonite#7048,11/03/2018 11:35 PM,dude,,
2.39697E+17,Dragonite#7048,11/03/2018 11:35 PM,just join,,
2.39697E+17,Dragonite#7048,11/03/2018 11:35 PM,plz,,
2.39697E+17,Dragonite#7048,11/03/2018 11:35 PM,Started a call that lasted 0 minutes.,,
2.39697E+17,Dragonite#7048,11/03/2018 11:36 PM,Started a call that lasted 0 minutes.,,
2.39697E+17,Dragonite#7048,11/03/2018 11:36 PM,Started a call that lasted 0 minutes.,,
1.9378E+17,Vincente#0733,11/14/2018 4:53 PM,do you know this vid,,
1.9378E+17,Vincente#0733,11/14/2018 4:54 PM,josh,,
1.9378E+17,Vincente#0733,11/14/2018 4:54 PM,@josh,,
1.9378E+17,Vincente#0733,11/14/2018 4:54 PM,@Unknown,,
1.9378E+17,Vincente#0733,11/14/2018 4:54 PM,@Unknown,,
1.9378E+17,Vincente#0733,11/18/2018 12:18 PM,yo,,
1.9378E+17,Vincente#0733,11/18/2018 12:18 PM,niga boy,,
1.9378E+17,Vincente#0733,03/16/2019 11:32 PM,yo,,
2.39697E+17,Dragonite#7048,03/16/2019 11:32 PM,wat,,
1.9378E+17,Vincente#0733,03/16/2019 11:32 PM,that person who just joined is her boyfriend btw,,
2.39697E+17,Dragonite#7048,03/16/2019 11:32 PM,oh shit,,
1.9378E+17,Vincente#0733,03/16/2019 11:32 PM,dumb nigga,,
2.39697E+17,Dragonite#7048,03/16/2019 11:32 PM,LOL,,
2.39697E+17,Dragonite#7048,03/16/2019 11:34 PM,what did i say,,
2.39697E+17,Dragonite#7048,03/16/2019 11:34 PM,did i say anything stupid,,
1.9378E+17,Vincente#0733,03/16/2019 11:34 PM,kinda,,
1.9378E+17,Vincente#0733,03/16/2019 11:34 PM,u were stalking her,,
2.39697E+17,Dragonite#7048,03/16/2019 11:44 PM,u guys ssaid something abiut her,,
1.9378E+17,Vincente#0733,03/16/2019 11:44 PM,tf,,
1.9378E+17,Vincente#0733,03/16/2019 11:44 PM,are you taling about,,
2.39697E+17,Dragonite#7048,03/16/2019 11:44 PM,u know,,
2.39697E+17,Dragonite#7048,03/16/2019 11:44 PM,2,,
1.9378E+17,Vincente#0733,03/16/2019 11:45 PM,ya,,
1.9378E+17,Vincente#0733,03/16/2019 11:45 PM,everyone knows,,
1.9378E+17,Vincente#0733,03/24/2019 12:10 AM,is,,
1.9378E+17,Vincente#0733,03/24/2019 12:10 AM,it,,
1.9378E+17,Vincente#0733,03/24/2019 12:10 AM,cashews,,
2.39697E+17,Dragonite#7048,03/24/2019 12:10 AM,no,,
1.9378E+17,Vincente#0733,03/24/2019 12:12 AM,almonds,,
1.9378E+17,Vincente#0733,03/24/2019 12:12 AM,pecan,,
2.39697E+17,Dragonite#7048,03/25/2019 11:16 PM,,https://cdn.discordapp.com/attachments/365635143462944778/559983934902108160/aaron_and_jill.png,
2.39697E+17,Dragonite#7048,03/25/2019 11:19 PM,v,,
1.9378E+17,Vincente#0733,03/25/2019 11:19 PM,what do you,,
1.9378E+17,Vincente#0733,03/25/2019 11:19 PM,want,,
1.9378E+17,Vincente#0733,03/25/2019 11:19 PM,lil,,
1.9378E+17,Vincente#0733,03/25/2019 11:19 PM,nigger,,
2.39697E+17,Dragonite#7048,03/27/2019 2:08 AM,,https://cdn.discordapp.com/attachments/365635143462944778/560389644227969035/fullsizeoutput_30d.png,
1.9378E+17,Vincente#0733,04/07/2019 6:41 PM,,https://cdn.discordapp.com/attachments/365635143462944778/564625873035067402/IMG_0283.PNG,
1.9378E+17,Vincente#0733,04/07/2019 6:41 PM,,https://cdn.discordapp.com/attachments/365635143462944778/564625885467246622/IMG_0312.PNG,
2.39697E+17,Dragonite#7048,04/07/2019 6:46 PM,y,,
1.9378E+17,Vincente#0733,04/07/2019 8:45 PM,Started a call that lasted 0 minutes.,,
1.9378E+17,Vincente#0733,04/09/2019 8:48 PM,,https://cdn.discordapp.com/attachments/365635143462944778/565382452735115285/276159.png,
1.9378E+17,Vincente#0733,04/09/2019 8:48 PM,,https://cdn.discordapp.com/attachments/365635143462944778/565382455197171714/276159.png,
1.9378E+17,Vincente#0733,04/09/2019 8:48 PM,,https://cdn.discordapp.com/attachments/365635143462944778/565382457147523072/276159.png,
1.9378E+17,Vincente#0733,04/09/2019 8:48 PM,,https://cdn.discordapp.com/attachments/365635143462944778/565382458686570536/276159.png,
1.9378E+17,Vincente#0733,04/09/2019 8:48 PM,,https://cdn.discordapp.com/attachments/365635143462944778/565382460158902274/276159.png,
1.9378E+17,Vincente#0733,04/09/2019 8:48 PM,,https://cdn.discordapp.com/attachments/365635143462944778/565382461266198539/276159.png,
1.9378E+17,Vincente#0733,04/09/2019 8:48 PM,,https://cdn.discordapp.com/attachments/365635143462944778/565382464264994826/276159.png,
1.9378E+17,Vincente#0733,04/09/2019 8:48 PM,,https://cdn.discordapp.com/attachments/365635143462944778/565382464667779082/276159.png,
1.9378E+17,Vincente#0733,04/09/2019 8:48 PM,,https://cdn.discordapp.com/attachments/365635143462944778/565382465229946881/276159.png,
1.9378E+17,Vincente#0733,04/16/2019 5:56 PM,Started a call that lasted 49 minutes.,,
2.39697E+17,Dragonite#7048,04/20/2019 11:32 AM,what happened to aaron,,
1.9378E+17,Vincente#0733,04/20/2019 11:34 AM,why,,
1.9378E+17,Vincente#0733,04/20/2019 11:34 AM,what happened,,
1.9378E+17,Vincente#0733,04/20/2019 11:34 AM,yesturday,,
2.39697E+17,Dragonite#7048,04/20/2019 11:34 AM,idk i feel like hes sad,,
1.9378E+17,Vincente#0733,04/20/2019 11:34 AM,well he lowkey is,,
1.9378E+17,Vincente#0733,04/20/2019 11:34 AM,that's all you need to know,,
2.39697E+17,Dragonite#7048,04/20/2019 11:35 AM,no,,
2.39697E+17,Dragonite#7048,04/20/2019 11:35 AM,what happended,,
1.9378E+17,Vincente#0733,04/20/2019 11:35 AM,no se,,
2.39697E+17,Dragonite#7048,04/20/2019 11:36 AM,tell me,,
2.39697E+17,Dragonite#7048,04/20/2019 11:36 AM,i wont tell anyone i know,,
1.9378E+17,Vincente#0733,04/20/2019 11:36 AM,fuck you josh,,
1.9378E+17,Vincente#0733,04/20/2019 11:37 AM,his brother died,,
2.39697E+17,Dragonite#7048,04/20/2019 11:37 AM,no way,,
1.9378E+17,Vincente#0733,04/20/2019 11:37 AM,ask him,,
2.39697E+17,Dragonite#7048,04/20/2019 11:37 AM,no wtf,,
1.9378E+17,Vincente#0733,04/20/2019 11:37 AM,dumb shiyt,,
1.9378E+17,Vincente#0733,04/20/2019 11:37 AM,ask him,,
1.9378E+17,Vincente#0733,04/20/2019 11:37 AM,he won't bite,,
1.9378E+17,Vincente#0733,04/20/2019 10:19 PM,just,,
1.9378E+17,Vincente#0733,04/20/2019 10:19 PM,wait,,
1.9378E+17,Vincente#0733,04/20/2019 10:19 PM,a,,
1.9378E+17,Vincente#0733,04/20/2019 10:19 PM,nit,,
1.9378E+17,Vincente#0733,04/20/2019 10:19 PM,bit,,
2.39697E+17,Dragonite#7048,04/20/2019 10:19 PM,k,,
1.9378E+17,Vincente#0733,04/20/2019 10:19 PM,some scamming is happeneing,,
2.39697E+17,Dragonite#7048,04/20/2019 10:20 PM,lul,,
1.9378E+17,Vincente#0733,05/05/2019 4:44 PM,Yo,,
1.9378E+17,Vincente#0733,05/05/2019 4:44 PM,U go to gym?,,
2.39697E+17,Dragonite#7048,05/05/2019 4:45 PM,no,,
1.9378E+17,Vincente#0733,05/05/2019 4:46 PM,jew,,
1.9378E+17,Vincente#0733,05/19/2019 11:59 PM,hey,,
1.9378E+17,Vincente#0733,05/19/2019 11:59 PM,in,,
1.9378E+17,Vincente#0733,05/19/2019 11:59 PM,your,,
1.9378E+17,Vincente#0733,05/19/2019 11:59 PM,"server, can you get unmute me from general",,
2.39697E+17,Dragonite#7048,05/20/2019 12:01 AM,huh,,
1.9378E+17,Vincente#0733,05/20/2019 12:02 AM,remove me from prisoner,,
1.9378E+17,Vincente#0733,05/20/2019 12:02 AM,on your server,,
1.9378E+17,Vincente#0733,05/20/2019 12:02 AM,ty,,
1.9378E+17,Vincente#0733,07/19/2019 11:10 PM,https://discord.gg/FeNFYH,,
2.39697E+17,Dragonite#7048,07/26/2019 11:15 PM,do u want to watch a movie tomorrow,,
1.9378E+17,Vincente#0733,07/26/2019 11:18 PM,what movie joshy?,,
2.39697E+17,Dragonite#7048,07/26/2019 11:19 PM,idk,,
2.39697E+17,Dragonite#7048,07/26/2019 11:19 PM,parshan said lion king,,
1.9378E+17,Vincente#0733,07/26/2019 11:20 PM,hmmm,,
1.9378E+17,Vincente#0733,07/26/2019 11:20 PM,what time,,
2.39697E+17,Dragonite#7048,07/26/2019 11:20 PM,idk,,
1.9378E+17,Vincente#0733,07/26/2019 11:21 PM,depends cuz i m going to alexs house tmw,,
2.39697E+17,Dragonite#7048,07/26/2019 11:21 PM,when,,
